Order	Lambda	Cal	Bkgrnd
	(um)	(DN/s/col)	(DN/s/pix)
5	1.3541331	37.202	0.179
5	1.3539608	138.57	0.205
5	1.3537883	178.3	0.211
5	1.3536159	94.272	0.168
5	1.3534435	148.9	0.198
5	1.3532711	108.14	0.188
5	1.3530988	38.754	0.202
5	1.3529263	86.009	0.597
5	1.3527539	198.39	1.142
5	1.3525815	165.8	1.055
5	1.352409	83.038	0.494
5	1.3522366	197.24	0.258
5	1.3520641	280.43	0.24
5	1.3518918	153.25	0.206
5	1.3517194	72.53	0.197
5	1.3515469	100.76	0.213
5	1.3513745	102.06	0.196
5	1.351202	214.19	0.254
5	1.3510295	269.24	0.548
5	1.3508571	213.88	0.822
5	1.3506846	142.58	0.517
5	1.3505123	92.666	0.223
5	1.3503398	56.818	0.193
5	1.3501673	93.087	0.188
5	1.3499949	234.45	0.176
5	1.3498224	241.98	0.211
5	1.3496499	350.64	0.217
5	1.3494774	381.14	0.221
5	1.3493049	343.92	0.226
5	1.3491325	261.03	0.192
5	1.34896	252.74	0.198
5	1.3487875	159.14	0.224
5	1.3486151	241.6	0.199
5	1.3484426	153.07	0.189
5	1.3482701	132	0.191
5	1.3480976	214.96	0.207
5	1.3479251	126.88	0.179
5	1.3477526	55.309	0.181
5	1.3475844	86.135	0.194
5	1.3474119	258.59	0.177
5	1.3472394	336.05	0.207
5	1.3470669	372.83	0.212
5	1.3468944	406.99	0.236
5	1.3467219	357.4	0.215
5	1.3465493	250.03	0.175
5	1.3463768	241.16	0.19
5	1.3462043	368.37	0.222
5	1.3460317	377.95	0.237
5	1.3458592	319.99	0.217
5	1.3456867	335.66	0.211
5	1.3455141	268.81	0.215
5	1.3453416	319.68	0.211
5	1.3451689	438.22	0.234
5	1.3449965	447.42	0.232
5	1.3448238	359.26	0.287
5	1.3446513	272.45	0.263
5	1.3444787	211.5	0.192
5	1.3443062	257.91	0.209
5	1.3441336	257.24	0.212
5	1.3439611	210.3	0.227
5	1.3437885	261.59	0.283
5	1.3436159	384.81	0.312
5	1.3434434	453.54	0.296
5	1.3432708	424.29	0.276
5	1.3430982	386.14	0.245
5	1.3429255	413.65	0.27
5	1.3427529	392.47	0.446
5	1.3425804	385.78	0.634
5	1.3424078	459.72	1.183
5	1.3422352	471.08	4.497
5	1.3420626	448.85	5.653
5	1.34189	446.6	2.949
5	1.3417174	409.94	0.593
5	1.3415447	333.75	0.593
5	1.3413721	347.13	0.621
5	1.3411995	366.28	0.474
5	1.3410269	445.72	0.258
5	1.3408543	463.82	0.294
5	1.340686	438.76	0.29
5	1.3405133	322.82	0.281
5	1.3403407	278.95	0.345
5	1.3401681	280.4	1.135
5	1.3399955	327.28	1.713
5	1.3398228	450.76	1.102
5	1.3396502	476.82	0.533
5	1.3394775	467.75	0.494
5	1.3393049	391.85	0.454
5	1.3391322	358.42	0.298
5	1.3389596	452.46	0.289
5	1.3387868	416.8	0.268
5	1.3386142	376.69	0.296
5	1.3384416	464.22	0.297
5	1.3382689	477.62	0.301
5	1.3380963	434.66	0.255
5	1.3379235	331.35	0.261
5	1.3377509	391.58	0.27
5	1.3375782	414.79	0.286
5	1.3374054	336.77	0.337
5	1.3372328	391.53	0.265
5	1.3370601	374.02	0.248
5	1.3368874	376.76	0.234
5	1.3367147	455.88	0.246
5	1.336542	483.53	0.278
5	1.3363693	481.25	0.306
5	1.3361967	440.57	0.394
5	1.3360239	311.36	0.376
5	1.3358512	242.77	0.269
5	1.3356785	411.73	0.277
5	1.3355057	475.66	0.29
5	1.335333	460.88	0.399
5	1.3351604	473.26	0.427
5	1.3349876	435.91	0.301
5	1.3348149	360.45	0.321
5	1.3346422	418.54	0.344
5	1.3344694	461.85	0.328
5	1.3342967	476.34	0.309
5	1.3341283	434.04	0.39
5	1.3339555	356.51	0.38
5	1.3337828	321.76	0.304
5	1.3336101	312.8	0.267
5	1.3334372	391.48	0.265
5	1.3332645	467.34	0.239
5	1.3330917	455.53	0.269
5	1.332919	422.54	0.253
5	1.3327463	453.38	0.458
5	1.3325734	411.91	2.63
5	1.3324007	313.18	5.227
5	1.3322279	396.85	3.886
5	1.3320551	429.26	0.618
5	1.3318824	333.7	0.283
5	1.3317096	355.51	0.239
5	1.3315368	402.98	0.262
5	1.331364	341.85	0.25
5	1.3311912	295.13	0.255
5	1.3310184	391.58	0.256
5	1.3308456	407.01	0.23
5	1.3306729	412.75	0.263
5	1.3305	445.17	0.3
5	1.3303272	462.44	1.147
5	1.3301544	405.3	2.068
5	1.3299816	379.21	1.637
5	1.3298088	448.75	0.637
5	1.329636	457.5	0.518
5	1.3294631	460.15	0.3
5	1.3292903	426.94	0.257
5	1.3291175	357.62	0.267
5	1.3289447	414.18	0.23
5	1.3287718	370.4	0.246
5	1.328599	388.95	0.264
5	1.3284261	412.23	0.251
5	1.3282534	345.89	0.294
5	1.3280805	437.61	0.653
5	1.327912	453.08	0.811
5	1.3277391	428.11	0.955
5	1.3275663	464.94	0.826
5	1.3273934	462.9	0.482
5	1.3272206	452.93	0.269
5	1.3270477	400.51	0.336
5	1.3268749	401.05	0.571
5	1.326702	454.21	0.73
5	1.3265291	473	0.558
5	1.3263562	457.93	0.276
5	1.3261833	458.87	0.272
5	1.3260105	477.37	0.283
5	1.3258376	465.64	0.282
5	1.3256648	461.85	0.297
5	1.3254918	443.44	0.264
5	1.3253189	435.2	0.25
5	1.3251461	456.45	0.245
5	1.3249732	485.56	0.332
5	1.3248003	478.31	0.658
5	1.3246274	485.24	0.76
5	1.3244544	474.18	0.528
5	1.3242816	427.96	0.336
5	1.3241087	396.79	0.301
5	1.3239357	378.4	0.863
5	1.3237629	458.82	11.402
5	1.3235899	477.52	18.704
5	1.3234169	468.45	11.861
5	1.3232441	417.14	1.115
5	1.3230711	375.49	0.339
5	1.3228983	403.41	0.388
5	1.3227253	423.87	0.478
5	1.3225523	456.74	0.432
5	1.3223795	442.13	0.54
5	1.3222065	454.55	0.806
5	1.3220335	447.53	0.735
5	1.321865	472.15	0.576
5	1.321692	476.95	0.631
5	1.321519	457.46	0.528
5	1.321346	391.19	0.628
5	1.3211731	436.67	6.521
5	1.3210002	460.05	9.374
5	1.3208272	468.16	5.414
5	1.3206543	472.33	0.531
5	1.3204813	454.57	0.325
5	1.3203083	405.07	0.297
5	1.3201354	374.87	0.28
5	1.3199624	355.69	0.283
5	1.3197894	459.96	0.283
5	1.3196164	471.85	0.249
5	1.3194435	438.07	0.257
5	1.3192705	397.49	0.259
5	1.3190975	452.9	0.279
5	1.3189244	456.56	0.263
5	1.3187515	408.39	0.25
5	1.3185785	429.85	0.247
5	1.3184055	437.67	0.257
5	1.3182325	401.01	0.249
5	1.3180594	441.94	0.294
5	1.3178865	467.38	0.325
5	1.3177135	469.52	0.353
5	1.3175404	478.23	0.346
5	1.3173674	475.9	0.366
5	1.3171945	462.73	0.302
5	1.3170214	419.52	0.338
5	1.3168484	369.78	0.304
5	1.3166754	441.2	0.354
5	1.3165023	469.02	0.386
5	1.3163294	477.14	0.408
5	1.3161563	470.66	0.367
5	1.3159875	468.21	0.615
5	1.3158145	463.48	8.53
5	1.3156414	443.51	16.556
5	1.3154684	432.24	11.145
5	1.3152953	437.56	1.142
5	1.3151222	459.09	0.352
5	1.3149493	451.26	0.371
5	1.3147762	425.51	0.344
5	1.3146031	440.57	0.368
5	1.3144301	453.12	0.621
5	1.314257	455.98	0.994
5	1.3140839	451.81	1.158
5	1.3139108	459.6	0.945
5	1.3137379	419.55	0.536
5	1.3135648	358.99	0.351
5	1.3133917	444.88	0.421
5	1.3132186	452.82	0.798
5	1.3130455	454.02	1.433
5	1.3128724	429.19	9.283
5	1.3126993	462.67	12.617
5	1.3125262	472	7.241
5	1.3123531	457.94	0.953
5	1.31218	433.23	0.475
5	1.312007	458.73	0.334
5	1.3118339	482.93	0.32
5	1.3116608	483.69	0.291
5	1.3114877	478.89	0.311
5	1.3113146	477.44	0.301
5	1.3111415	477.34	0.314
5	1.3109684	466.43	0.362
5	1.3107952	468.7	0.46
5	1.3106221	452.31	0.536
5	1.310449	410.84	0.483
5	1.3102801	446.39	0.392
5	1.310107	470.32	0.433
5	1.3099339	446.34	0.402
5	1.3097607	427.17	0.318
5	1.3095876	406.63	0.316
5	1.3094145	452.44	0.322
5	1.3092413	481.39	0.311
5	1.3090682	477.28	0.345
5	1.308895	473.05	0.416
5	1.3087219	480.87	5.816
5	1.3085488	476.22	30.259
5	1.3083756	478.64	30.109
5	1.3082025	460.89	6.469
5	1.3080293	411.09	0.488
5	1.3078561	449.95	0.364
5	1.307683	475.71	0.354
5	1.3075098	479.8	0.374
5	1.3073367	444.72	0.36
5	1.3071635	459.1	0.329
5	1.3069903	456.25	0.292
5	1.3068172	456.1	0.318
5	1.306644	425.11	0.31
5	1.3064708	409.19	0.326
5	1.3062975	469.41	0.358
5	1.3061244	485.15	0.527
5	1.3059512	482.5	0.507
5	1.305778	479.24	0.542
5	1.3056048	470.7	0.705
5	1.3054316	458.65	4.937
5	1.3052584	476.81	13.179
5	1.3050853	483.15	11.128
5	1.3049163	483.18	1.914
5	1.3047431	480.87	0.524
5	1.3045698	471.96	0.384
5	1.3043966	445.87	0.411
5	1.3042234	414.44	0.382
5	1.3040502	433.3	0.335
5	1.303877	458.2	0.329
5	1.3037038	481.42	0.312
5	1.3035306	465.7	0.311
5	1.3033574	448.46	0.316
5	1.3031842	471.46	0.318
5	1.3030109	479.99	0.312
5	1.3028376	471.3	0.34
5	1.3026644	458.69	0.329
5	1.3024912	472.66	0.524
5	1.302318	474.44	8.61
5	1.3021446	478.07	25.932
5	1.3019714	487.84	21.598
5	1.3017982	484.67	2.452
5	1.301625	480.23	0.819
5	1.3014517	480.19	1.065
5	1.3012785	480.47	1.061
5	1.3011051	469.59	0.858
5	1.3009319	452.62	0.779
5	1.3007587	470.23	0.932
5	1.3005854	472.36	0.755
5	1.3004122	455.16	0.819
5	1.3002388	467.95	1.03
5	1.3000656	481.56	0.916
5	1.2998923	479.55	0.556
5	1.2997191	468.99	0.401
5	1.2995499	466.87	0.329
5	1.2993767	460.01	0.291
5	1.2992034	476.49	0.293
5	1.2990302	487.25	0.317
5	1.2988569	478.74	0.431
5	1.2986835	488.63	5.248
5	1.2985103	479.76	9.101
5	1.298337	480.57	6.256
5	1.2981637	483.11	0.669
5	1.2979903	482.46	0.4
5	1.2978171	476.96	0.511
5	1.2976438	478.32	0.574
5	1.2974705	471.1	0.667
5	1.2972971	457.18	1.525
5	1.2971238	460.05	2.059
5	1.2969505	474.92	1.24
5	1.2967771	474.21	0.409
5	1.2966039	475.49	0.41
5	1.2964306	474.72	0.619
5	1.2962573	473.39	0.588
5	1.2960839	479.57	0.461
5	1.2959106	476.32	0.423
5	1.2957373	471.83	0.43
5	1.2955639	472.47	0.649
5	1.2953906	473.39	0.9
5	1.2952172	473.82	0.771
5	1.2950438	463.91	0.477
5	1.2948705	473.78	0.499
5	1.2946972	474.7	0.399
5	1.2945238	478.58	1.205
5	1.2943547	479.36	5.167
5	1.2941813	478.01	5.405
5	1.2940079	476.07	1.69
5	1.2938346	475.47	0.497
5	1.2936612	479.79	0.827
5	1.2934879	481.71	0.904
5	1.2933145	482.56	0.839
5	1.2931411	478.56	0.915
5	1.2929678	484.29	0.771
5	1.2927943	473.13	0.434
5	1.292621	475.9	0.394
5	1.2924477	472.99	0.491
5	1.2922742	477.13	4.884
5	1.2921009	470.73	13.95
5	1.2919275	463.64	11.679
5	1.2917541	465.21	2.151
5	1.2915807	469.51	1.707
5	1.2914073	471.98	1.463
5	1.2912339	473.99	0.684
5	1.2910606	482.71	1.274
5	1.2908871	475.55	1.815
5	1.2907137	472.93	14.507
5	1.2905403	482.36	34.724
5	1.2903669	475.04	29.861
5	1.2901934	475.94	6.166
5	1.2900201	475.32	1.294
5	1.2898467	459.73	0.851
5	1.2896732	469.33	1.176
5	1.2894999	475.56	1.484
5	1.2893306	473.04	1.28
5	1.2891572	468.67	0.747
5	1.2889837	461.37	0.843
5	1.2888104	460.63	2.199
5	1.2886369	461.43	2.06
5	1.2884635	467.15	0.976
5	1.28829	468.65	1.045
5	1.2881166	465.2	0.951
5	1.2879431	468.4	0.503
5	1.2877697	470.27	0.292
5	1.2875962	462.98	0.356
5	1.2874228	468.4	0.541
5	1.2872493	466.67	0.77
5	1.2870759	462.42	0.701
5	1.2869024	464.35	0.648
5	1.286729	460.71	2.779
5	1.2865555	457.71	3.184
5	1.2863821	459.39	1.365
5	1.2862086	462.46	0.425
5	1.2860352	461.19	0.396
5	1.2858617	452.61	0.404
5	1.2856883	450.11	0.38
5	1.2855147	455.46	0.355
5	1.2853413	452.39	0.351
5	1.2851678	433.4	0.321
5	1.2849944	436.86	0.344
5	1.2848208	438.29	0.592
5	1.2846473	438.48	3.085
5	1.2844781	425.73	4.341
5	1.2843045	430.34	2.458
5	1.2841311	420.47	0.432
5	1.2839576	420.2	0.325
5	1.283784	410.27	0.405
5	1.2836106	411.48	2.469
5	1.283437	402.48	6.695
5	1.2832636	398.84	5.98
5	1.2830901	388.77	1.802
5	1.2829165	383.67	0.749
5	1.2827431	371.08	0.625
5	1.2825695	352.61	3.34
5	1.2823961	335.59	4.96
5	1.2822225	311.39	3.354
5	1.2820491	302.3	1.539
5	1.2818755	321.2	1.194
5	1.2817019	340.03	0.792
5	1.2815285	363.13	0.402
5	1.2813549	380.31	0.409
5	1.2811813	386.97	0.64
5	1.2810079	387.6	1.81
5	1.2808343	397	7.646
5	1.2806607	401.85	15.067
5	1.2804873	408.03	14.414
5	1.2803137	405.13	8.11
5	1.2801402	417.94	8.867
5	1.2799666	427.34	7.163
5	1.2797972	425	3.687
5	1.2796236	425.58	3.581
5	1.2794502	423.05	3.171
5	1.2792766	428.7	2.215
5	1.279103	435.56	0.516
5	1.2789295	440.93	0.468
5	1.2787559	446.83	1.557
5	1.2785823	442.62	5.304
5	1.2784088	436.74	13.791
5	1.2782352	433.72	21.318
5	1.2780616	441.72	14.115
5	1.2778881	451.16	3.631
5	1.2777145	456.03	6.257
5	1.2775409	451.33	7.668
5	1.2773674	445.16	5.123
5	1.2771938	448.08	5.361
5	1.2770202	440.27	4.023
5	1.2768466	454.42	1.922
5	1.2766731	452.51	1.373
5	1.2764994	452.86	10.788
5	1.2763258	441.44	15.777
5	1.2761523	439.42	11.777
5	1.2759787	444.22	7.735
5	1.2758051	443.26	4.945
5	1.2756314	457.05	1.412
5	1.2754579	458.89	2.956
5	1.2752843	451.64	9.599
5	1.2751148	442.41	10.68
5	1.2749412	443.54	6.775
5	1.2747676	439.57	5.696
5	1.2745939	454.26	5.472
5	1.2744204	453.13	4.745
5	1.2742467	453.83	4.098
5	1.2740731	446.5	2.334
5	1.2738996	440.59	2.326
5	1.2737259	433.87	1.646
5	1.2735523	442.61	1.22
5	1.2733786	461.25	0.596
5	1.273205	457.68	1.061
5	1.2730314	442.23	1.861
5	1.2728578	430.07	2.097
5	1.2726841	428.95	2.812
5	1.2725105	443.58	4.395
5	1.2723368	448.82	3.209
5	1.2721632	456.72	1.617
5	1.2719896	440.18	2.172
5	1.2718159	439.75	2.2
5	1.2716423	427.73	1.431
5	1.2714686	440.41	1.113
5	1.271295	458.43	0.99
5	1.2711214	452.11	2.704
5	1.2709477	443.67	3.81
5	1.270774	439.35	3.756
5	1.2706045	427.2	3.153
5	1.2704308	443.89	3.101
5	1.2702571	448.17	3.703
5	1.2700834	445.66	6.196
5	1.2699099	436.66	8.482
5	1.2697362	419.7	8.974
5	1.2695625	407.25	9.146
5	1.2693888	400	8.107
5	1.2692151	387.82	7.609
5	1.2690414	363.82	7.074
5	1.2688677	326.58	6.784
5	1.268694	292.02	7.69
5	1.2685204	311.83	9.761
5	1.2683467	350.44	10.326
5	1.268173	403.1	6.609
5	1.2679993	450.36	1.604
5	1.2678256	439.3	0.627
5	1.2676519	417.84	1.07
5	1.2674782	431.79	2.899
5	1.2673045	438.85	3.082
5	1.2671309	449.17	1.477
5	1.2669572	449.01	0.967
5	1.2667835	418.81	1.641
5	1.2666098	429.9	2.148
5	1.266436	430.28	1.586
5	1.2662665	442.13	1.123
5	1.2660927	427.06	1.605
5	1.265919	394.7	1.662
5	1.2657453	418.48	1.08
5	1.2655716	418.25	0.864
5	1.2653978	441.03	0.656
5	1.2652241	436.46	0.568
5	1.2650504	413.19	0.685
5	1.2648766	425.2	0.743
5	1.2647029	425.34	0.714
5	1.2645292	443.51	0.6
5	1.2643554	418.26	1.149
5	1.2641817	397.56	1.522
5	1.264008	415.31	1.141
5	1.2638342	438.93	0.712
5	1.2636606	436.52	0.686
5	1.2634867	422.45	0.844
5	1.2633131	428.91	0.943
5	1.2631392	425.33	0.844
5	1.2629656	444.67	0.857
5	1.2627918	422.75	0.988
5	1.2626181	430.33	1.519
5	1.2624443	409.42	1.663
5	1.2622706	436.39	1.504
5	1.2620968	430.79	1.265
5	1.2619271	438.75	1.618
5	1.2617533	432.05	1.738
5	1.2615795	441.05	2.248
5	1.2614058	435.99	2.304
5	1.261232	442.3	2.433
5	1.2610582	440.82	2.296
5	1.2608845	440.31	2.798
5	1.2607107	424.26	2.634
5	1.2605369	438.37	2.564
5	1.2603631	432.8	2.106
5	1.2601894	446.71	1.921
5	1.2600156	448.69	1.581
5	1.2598418	447.08	1.483
5	1.259668	448.49	1.611
5	1.2594942	452.06	1.192
5	1.2593205	450.16	1.201
5	1.2591467	439.48	1.905
5	1.2589729	426.57	3.435
5	1.2587991	449.42	3.456
5	1.2586253	452.56	2.001
5	1.2584515	454.18	0.736
5	1.2582777	452.96	0.472
5	1.2581038	457.09	0.418
5	1.25793	446.94	0.452
5	1.2577603	452.88	0.427
5	1.2575865	452.78	0.692
5	1.2574127	442.95	1.167
5	1.2572389	438.11	2.108
5	1.2570651	459.32	2.068
5	1.2568913	455.82	1.161
5	1.2567174	457.72	0.394
5	1.2565436	448.14	0.278
5	1.2563698	452.5	0.262
5	1.256196	451.73	0.306
5	1.2560221	450	0.437
5	1.2558483	445.79	1.05
5	1.2556745	443.75	1.153
5	1.2555007	454.18	0.507
5	1.2553269	460.72	0.246
5	1.2551529	451.63	0.264
5	1.2549791	457.21	0.246
5	1.2548053	461.46	0.24
5	1.2546315	456.19	0.273
5	1.2544576	458.18	0.324
5	1.2542838	452.44	1.096
5	1.25411	445.98	1.266
5	1.2539361	453.08	0.744
5	1.2537622	452.16	0.286
5	1.2535925	453.08	0.273
5	1.2534186	457.3	0.242
5	1.2532448	459.2	0.322
5	1.2530708	458.29	0.317
5	1.252897	454.38	0.321
5	1.2527231	456.08	1.018
5	1.2525493	453.56	1.355
5	1.2523754	456.88	0.83
5	1.2522016	460.5	0.267
5	1.2520276	460.86	0.227
5	1.2518538	458.08	0.236
5	1.2516799	457.11	0.218
5	1.2515061	456.62	0.233
5	1.2513322	457.59	0.338
5	1.2511584	457.52	0.922
5	1.2509844	448.24	1.006
5	1.2508105	455.99	0.51
5	1.2506367	460.29	0.255
5	1.2504628	459.72	0.988
5	1.2502888	459.32	4.631
5	1.250115	452.78	5.171
5	1.2499411	457.18	1.964
5	1.2497672	460.53	0.541
5	1.2495973	456.07	0.741
5	1.2494235	459.52	0.635
5	1.2492496	458.53	0.314
5	1.2490757	452.58	0.244
5	1.2489017	459.3	0.296
5	1.2487279	457.56	0.474
5	1.248554	456.34	0.642
5	1.2483801	456.07	2.403
5	1.2482061	457.62	3.644
5	1.2480322	457.97	2.412
5	1.2478583	455.52	0.618
5	1.2476844	456.57	0.603
5	1.2475106	456.21	0.671
5	1.2473366	456.97	0.528
5	1.2471627	452.42	0.339
5	1.2469888	454.3	0.232
5	1.2468148	450.55	0.282
5	1.2466409	442.1	0.319
5	1.246467	448.23	0.272
5	1.2462931	452.82	0.211
5	1.2461191	458.65	0.229
5	1.2459452	457.74	0.225
5	1.2457713	456.41	0.333
5	1.2456013	451.42	0.353
5	1.2454274	460.42	0.368
5	1.2452534	453.93	0.493
5	1.2450795	455.34	0.536
5	1.2449056	457.05	0.423
5	1.2447317	454.48	0.374
5	1.2445577	458.99	0.304
5	1.2443837	449.67	0.199
5	1.2442098	453.7	0.224
5	1.2440358	454.61	0.227
5	1.2438619	458.76	0.235
5	1.243688	455.85	0.213
5	1.2435139	453.78	0.223
5	1.24334	456.5	0.192
5	1.2431661	453.92	0.244
5	1.242992	452.38	0.243
5	1.2428181	452.71	0.457
5	1.2426442	459.22	0.672
5	1.2424703	453.01	4.552
5	1.2422962	452.02	9.808
5	1.2421223	452.37	7.338
5	1.2419482	452.21	0.995
5	1.2417784	452.03	0.287
5	1.2416043	452.73	0.234
5	1.2414304	449.76	0.221
5	1.2412564	450.68	0.215
5	1.2410824	454.31	0.224
5	1.2409084	452.89	0.226
5	1.2407345	453.95	0.237
5	1.2405605	451.6	0.253
5	1.2403865	453.52	0.338
5	1.2402124	453.16	2.418
5	1.2400385	454.14	5.102
5	1.2398645	440.51	3.737
5	1.2396905	442.48	0.504
5	1.2395165	451.76	0.337
5	1.2393426	447.11	0.559
5	1.2391685	448.78	0.578
5	1.2389945	451.48	0.365
5	1.2388206	451.82	0.241
5	1.2386465	448.52	0.21
5	1.2384726	453.12	0.24
5	1.2382985	449.13	0.235
5	1.2381245	447.8	0.228
5	1.2379545	444.26	0.187
5	1.2377805	445.79	0.247
5	1.2376065	450.51	0.224
5	1.2374325	451.39	0.206
5	1.2372584	448.97	0.226
5	1.2370844	448.1	0.211
5	1.2369103	450.63	0.19
5	1.2367364	446.11	0.203
5	1.2365624	446.75	0.392
5	1.2363883	444.92	0.544
5	1.2362143	447.8	0.605
5	1.2360402	451.05	0.472
5	1.2358662	444.27	0.267
5	1.2356923	440.34	0.312
5	1.2355182	439.57	0.542
5	1.2353442	442.58	3.688
5	1.2351701	442	14.271
5	1.2349961	439.95	13.25
5	1.234822	424.65	2.813
5	1.234648	430.67	0.328
5	1.2344739	446.49	0.25
5	1.234304	442.04	0.22
5	1.2341299	446.26	0.21
5	1.2339557	440.49	0.225
5	1.2337817	437.48	0.236
5	1.2336076	435.3	0.218
5	1.2334336	439.94	0.235
5	1.2332596	437.4	0.23
5	1.2330855	436.69	0.23
5	1.2329115	438.84	0.316
5	1.2327374	437.79	2.544
5	1.2325634	440.93	6.796
5	1.2323893	440.35	5.441
5	1.2322153	443.73	0.743
5	1.2320411	439.49	0.241
5	1.2318671	442.22	0.242
5	1.231693	431.4	0.253
5	1.231519	442.5	0.444
5	1.2313449	436.48	0.485
5	1.2311708	434.98	0.325
5	1.2309967	438.04	0.254
5	1.2308227	442.74	0.321
5	1.2306526	439.52	0.323
5	1.2304785	438.07	0.375
5	1.2303044	434.29	0.417
5	1.2301303	430.74	0.431
5	1.2299563	438.37	0.426
5	1.2297821	439.63	0.483
5	1.2296081	431.3	0.435
5	1.229434	429.97	0.328
5	1.2292598	433.03	0.349
5	1.2290858	434.28	0.381
5	1.2289118	430.92	2.244
5	1.2287376	430.38	15.511
5	1.2285635	433.5	17.098
5	1.2283894	439.93	5.118
5	1.2282153	424.92	0.417
5	1.2280412	437	0.262
5	1.2278671	436.72	0.229
5	1.227693	431.17	0.229
5	1.2275189	429.98	0.198
5	1.2273448	433.49	0.204
5	1.2271707	427.47	0.21
5	1.2270006	417.24	0.228
5	1.2268264	417.17	0.217
5	1.2266523	425.15	0.203
5	1.2264782	428.07	0.201
5	1.2263041	431.82	0.215
5	1.22613	427.12	0.264
5	1.2259558	426.05	1.613
5	1.2257817	432.26	6.739
5	1.2256076	429.84	6.6
5	1.2254335	423.29	1.446
5	1.2252593	425.29	0.403
5	1.2250853	423.22	0.503
5	1.2249111	428.58	0.658
5	1.2247369	429.64	0.583
5	1.2245629	424.69	0.386
5	1.2243887	429.95	0.236
5	1.2242146	420.05	0.279
5	1.2240404	424.06	0.506
5	1.2238663	425.25	0.572
5	1.2236922	400.83	0.425
5	1.2235219	411.87	0.271
5	1.2233479	415.89	0.279
5	1.2231737	424.43	1.01
5	1.2229996	418.97	10.508
5	1.2228254	417.52	14.183
5	1.2226512	416.07	6.115
5	1.2224771	405.29	0.484
5	1.2223029	420.35	0.317
5	1.2221289	424.05	0.268
5	1.2219547	421.94	0.242
5	1.2217805	408.7	0.228
5	1.2216064	405.72	0.2
5	1.2214322	404.8	0.264
5	1.221258	416.48	0.359
5	1.2210839	421.62	0.516
5	1.2209097	417.79	0.426
5	1.2207355	422.52	0.292
5	1.2205614	422.57	0.211
5	1.2203872	418.44	0.244
5	1.2202131	410.75	0.224
5	1.2200428	416.27	0.229
5	1.2198687	417.76	0.548
5	1.2196945	417.65	4.02
5	1.2195203	412.72	4.894
5	1.2193462	413.88	2.047
5	1.219172	406.29	0.293
5	1.2189978	406.71	0.209
5	1.2188236	410.64	0.191
5	1.2186494	408.36	0.19
5	1.2184752	412.32	0.175
5	1.2183011	413.4	0.243
5	1.2181269	411.01	0.631
5	1.2179527	405.54	1.079
5	1.2177784	412.82	0.839
5	1.2176043	410.74	0.374
5	1.2174301	412.25	0.248
5	1.2172559	409.79	0.281
5	1.2170818	411.28	0.27
5	1.2169075	404.86	0.222
5	1.2167373	397.5	0.274
5	1.2165631	404.23	0.298
5	1.2163889	407.74	0.31
5	1.2162147	403.15	0.383
5	1.2160405	410.13	0.357
5	1.2158663	410.82	0.347
5	1.215692	412.23	0.73
5	1.2155179	406.25	2.399
5	1.2153437	400.08	2.447
5	1.2151694	402.21	0.874
5	1.2149953	403.53	0.37
5	1.2148211	391.07	0.484
5	1.2146468	397.97	0.421
5	1.2144727	394.98	0.384
5	1.2142984	395.2	0.638
5	1.2141242	396.43	0.675
5	1.2139499	389.48	0.448
5	1.2137758	391.62	1.608
5	1.2136016	397.32	6.576
5	1.2134312	402.25	6.639
5	1.213257	406.1	2.1
5	1.2130828	401.4	1.172
5	1.2129085	397.12	0.873
5	1.2127343	399.81	0.338
5	1.2125601	397.69	0.446
5	1.2123859	390.62	7.679
5	1.2122116	379.73	17.474
5	1.2120374	394.15	14.338
5	1.2118632	392.29	2.904
5	1.211689	394.37	0.642
5	1.2115147	391.87	0.207
5	1.2113404	373.66	0.187
5	1.2111663	366.81	0.197
5	1.210992	389.58	0.181
5	1.2108177	397.79	0.192
5	1.2106435	394.11	0.189
5	1.2104692	400.83	0.189
5	1.210295	395.66	0.185
5	1.2101247	389.73	0.2
5	1.2099504	378.15	0.252
5	1.2097762	377.6	0.375
5	1.2096019	393.86	0.438
5	1.2094277	392.58	0.337
5	1.2092534	384.98	0.194
5	1.2090791	360.75	0.162
5	1.2089049	373.78	0.177
5	1.2087307	386.71	0.177
5	1.2085564	391.41	0.162
5	1.2083821	381	0.204
5	1.2082078	381.53	0.196
5	1.2080337	364.63	0.191
5	1.2078594	379.66	0.181
5	1.2076851	389.78	0.176
5	1.2075108	381.91	0.176
5	1.2073365	369.5	0.189
5	1.2071623	382.65	0.229
5	1.206988	372.16	0.215
5	1.2068176	377.47	0.221
5	1.2066433	377.93	0.271
5	1.2064691	367.95	0.283
5	1.2062948	374.77	0.295
5	1.2061206	381.23	0.309
5	1.2059463	382.33	0.495
5	1.205772	377.7	1.003
5	1.2055978	340.42	2.975
5	1.2054235	362.66	2.715
5	1.2052492	380.77	0.733
5	1.2050749	360.07	0.211
5	1.2049006	341.88	0.189
5	1.2047263	374.72	0.198
5	1.2045521	375.81	0.306
5	1.2043778	372.43	0.534
5	1.2042035	368.94	0.466
5	1.2040292	359.16	0.256
5	1.2038549	333.58	0.185
5	1.2036844	293.42	0.199
5	1.2035102	338.45	0.241
5	1.2033359	359.72	0.647
5	1.2031616	363.77	5.198
5	1.2029873	377.51	7.302
5	1.202813	371.33	4.006
5	1.2026386	367	1.372
5	1.2024643	365.97	2.969
5	1.2022901	374.7	3.11
5	1.2021158	372	1.191
